Station Name;Reference Station;Longitude;Latitude;Timezone;Hmin (High Tide Time Add);Hmpy (High Tide Level Multiply);Hoff (High Tide Level Add);Lmin (Low Tide Time Add);Lmpy (Low Tide Level Multiply);Loff (Low Tide Level Add);HW1_Zeit;HW1_Stand;HW2_Zeit;HW2_Stand;NW1_Zeit;NW1_Stand;NW2_Zeit;NW2_Stand
Spiekeroog (W. Approach);Helgoland, Germany;7,6667;53,75;1:0;-3;1;0,6;-20;1;-0,1;06:50;3,21;19:34;2,92;00:26;0,44;13:17;0,32
Wangerooge (W. End);Helgoland, Germany;7,85;53,7833;1:0;0;1;0,8;-7;1;0;06:53;3,41;19:37;3,12;00:39;0,54;13:30;0,42
Elbe River: Scharh”rn;Cuxhaven, Steubenhöft, Germany;8,4667;53,9667;1:0;-46;1;-0,1;-57;1;0,1;07:16;3,08;19:57;2,80;01:02;0,71;13:48;0,59
Elbe River: Brunsbttelkoog;Cuxhaven, Steubenhöft, Germany;9,1333;53,8833;1:0;60;1;-0,9;78;1;-0,2;09:02;2,28;21:43;2,00;03:17;0,41;16:03;0,29
Elbe River: Glckstadt;Cuxhaven, Steubenhöft, Germany;9,4167;53,7833;1:0;123;1;-0,9;133;1;-0,1;10:05;2,28;22:46;2,00;04:12;0,51;16:58;0,39
Elbe River: Stadersand;Cuxhaven, Steubenhöft, Germany;9,5333;53,6333;1:0;160;1;-0,4;177;1;-0,1;10:42;2,78;23:23;2,50;04:56;0,51;17:42;0,39
Elbe River: Luehort;Hamburg, Germany;9,6333;53,5667;1:0;-41;1;-0,8;-58;1;0,3;10:58;2,62;;;04:45;0,51;17:27;0,46
Elbe River: Schulau;Cuxhaven, Steubenhöft, Germany;9,7;53,5667;1:0;184;1;0;204;1;-0,3;11:06;3,18;23:47;2,90;05:23;0,31;18:09;0,19
Elbe River: Cranz;Hamburg, Germany;9,8;53,5333;1:0;-22;1;-0,4;-26;1;0,2;11:17;3,02;;;05:17;0,41;17:59;0,36
Elbe River: Hamburg;Cuxhaven, Steubenhöft, Germany;9,9667;53,55;1:0;218;1;0,8;252;1;-0,5;11:40;3,98;00:21;3,70;06:11;0,11;18:57;-0,01
Bsum;Helgoland, Germany;8,85;54,1167;1:0;51;1;3,1;14;1;0,1;07:44;5,71;20:28;5,42;01:00;0,64;13:51;0,52
Norderpiep Buoy;Helgoland, Germany;8,4667;54,2;1:0;34;1;111,1;1111;1;111,1;07:27;113,71;20:11;113,42;19:17;111,64;08:08;111,52
Hever River: Husum;Helgoland, Germany;9,0333;54,4667;1:0;125;1;3,6;105;1;0;08:58;6,21;21:42;5,92;02:31;0,54;15:22;0,42
Hooge, Sder Aue;Helgoland, Germany;8,5667;54,5833;1:0;97;1;1,1;98;1;-0,4;08:30;3,71;21:14;3,42;02:24;0,14;15:15;0,02
Wyk, F”hr, Norder Aue;Helgoland, Germany;8,5833;54,6833;1:0;136;1;0,9;123;1;-0,1;09:09;3,51;21:53;3,22;02:49;0,44;15:40;0,32
Dagebull, Norder Aue;Helgoland, Germany;8,6833;54,7167;1:0;147;1;1,1;157;1;-0,2;09:20;3,71;22:04;3,42;03:23;0,34;16:14;0,22
Kniep Hafen, Amrum, Vortrapp Tief;Helgoland, Germany;8,3;54,6667;1:0;89;1;-0,3;1111;1;0;08:22;2,31;21:06;2,02;19:17;0,54;08:08;0,42
Hornum Odde, Vortrapp Tief;Helgoland, Germany;8,2833;54,75;1:0;100;0,77;0;89;0,5;0;08:33;2,01;21:17;1,79;02:15;0,27;15:06;0,21
Munkmarsch, Lister Tief;Helgoland, Germany;8,3667;54,9167;1:0;181;0,74;0;131;0,5;0;09:54;1,93;22:38;1,72;02:57;0,27;15:48;0,21
List, Lister Tief;Helgoland, Germany;8,45;55,0167;1:0;162;0,72;0;126;0,5;0;09:35;1,88;22:19;1,67;02:52;0,27;15:43;0,21
Lister Tief Approach;Helgoland, Germany;8,3;55,0667;1:0;123;0,68;0;86;0,5;0;08:56;1,77;21:40;1,58;02:12;0,27;15:03;0,21
Danmarks Havn;Harrington Harbour, Québec;-18,7667;76,7667;-5:0;-761;1;-0,8;-752;1;-0,6;18:24;0,77;06:28;0,61;11:55;0,12;00:52;0,23
Cape Borgen;Harrington Harbour, Québec;-18,0833;75,4333;-5:0;-664;0,8;0;-663;0,81;0;20:01;1,26;08:05;1,13;13:24;0,58;02:21;0,67
Lille Pendulum;Harrington Harbour, Québec;-18,4833;74,6167;-5:0;-700;0,8;0;-699;0,81;0;19:25;1,26;07:29;1,13;12:48;0,58;01:45;0,67
Finsch Islands;Harrington Harbour, Québec;-21,1333;73,9833;-5:0;-738;0,81;0;-738;0,75;0;18:47;1,27;06:51;1,14;12:09;0,54;01:06;0,62
Myggbukta, Foster Bay;Harrington Harbour, Québec;-21,55;73,4667;-5:0;-717;1;-0,9;-720;1;-0,5;19:08;0,67;07:12;0,51;12:27;0,22;01:24;0,33
Blomsterbugten;Harrington Harbour, Québec;-25,2833;73,35;-5:0;-735;1;-0,4;-747;1;-0,3;18:50;1,17;06:54;1,01;12:00;0,42;00:57;0,53
Danmarks Isl, Scoresby Sd;Harrington Harbour, Québec;-26,2;70,45;-2:0;-705;0,63;0;-705;0,62;0;19:20;0,99;07:24;0,89;12:42;0,45;01:39;0,51
Angmagssalik (Kulusuk);Harrington Harbour, Québec;-37,15;65,6;-3:0;-420;1,71;-0,8;-410;1,71;-0,8;00:05;1,88;12:09;1,61;17:37;0,43;06:34;0,62
Finnsbu;Argentia, Newfoundland;-41,2833;63,4;-3:0;-249;1;0,8;-222;1;-0,4;00:01;2,66;12:25;2,53;06:50;0,43;18:37;0,48
Kap Farvel;Argentia, Newfoundland;-43,8833;59,75;-3:0;-141;1;0,2;-113;1;-0,9;01:49;2,06;14:13;1,93;08:39;-0,07;20:26;-0,02
Frederiksdal;Argentia, Newfoundland;-44,6667;60;-3:0;-130;1;1,5;-101;1;-0,7;02:00;3,36;14:24;3,23;08:51;0,13;20:38;0,18
Nanortalik;Argentia, Newfoundland;-45,25;60,1167;-3:0;-163;1;0,5;-136;1;-0,9;01:27;2,36;13:51;2,23;08:16;-0,07;20:03;-0,02
Julianehaab;Argentia, Newfoundland;-46,0167;60,7167;-3:0;-129;1;0,3;-106;1;-0,9;02:01;2,16;14:25;2,03;08:46;-0,07;20:33;-0,02
Nargarssuaq;Argentia, Newfoundland;-45,4167;61,1333;-3:0;-135;1;1,8;-106;1;0,1;01:55;3,66;14:19;3,53;08:46;0,93;20:33;0,98
Ivigtut, Arsuk Fjord;Argentia, Newfoundland;-48,1833;61,2;-3:0;-109;1;0,7;-84;1;-0,9;02:21;2,56;14:45;2,43;09:08;-0,07;20:55;-0,02
Frederikshaab;Argentia, Newfoundland;-49,7167;62;-3:0;-82;1;3;-60;1;-0,6;02:48;4,86;15:12;4,73;09:32;0,23;21:19;0,28
Godthaab;Argentia, Newfoundland;-51,7333;64,1667;-3:0;-81;2;-2,1;-46;2;-2,1;02:49;1,62;15:13;1,36;09:46;-0,44;21:33;-0,34
Fishmasters Hbr,Sondre Stromfjord;Argentia, Newfoundland;-53,4833;66,0167;-3:0;-101;1;3,6;-76;1;-0,1;02:29;5,46;14:53;5,33;09:16;0,73;21:03;0,78
Camp LLoyd, Sondre Stromfjord;Argentia, Newfoundland;-50,95;66,9667;-3:0;141;1;1,7;171;1;-1,1;06:31;3,56;18:55;3,43;13:23;-0,27;01:10;-0,22
Holsteinsborg;Argentia, Newfoundland;-53,7;66,9333;-3:0;-89;1;2;-60;1;-0,8;02:41;3,86;15:05;3,73;09:32;0,03;21:19;0,08
Camp Michigan, Maligiak Fjord;Argentia, Newfoundland;-52,6167;66,9333;-3:0;-22;1;2,2;10;1;-0,8;03:48;4,06;16:12;3,93;10:42;0,03;22:29;0,08
Aningaq, Rifkol;Harrington Harbour, Québec;-53,8333;67,9167;-3:0;-102;1;1;-102;1;-0,8;05:23;2,57;17:27;2,41;22:45;-0,08;11:42;0,03
Nunarssuaq, Kronprinsens Isl;Harrington Harbour, Québec;-53,35;68,9833;-3:0;-48;1;-0,5;-52;1;-0,9;06:17;1,07;18:21;0,91;23:35;-0,18;12:32;-0,07
Godhavn, Disko Isl;Harrington Harbour, Québec;-53,55;69,25;-3:0;-97;1;-0,4;-92;1;-0,9;05:28;1,17;17:32;1,01;22:55;-0,18;11:52;-0,07
Ingnerit, Umanak Fjord;Harrington Harbour, Québec;-51;71;-3:0;0;1;-1,6;0;1;-1,1;07:05;-0,03;19:09;-0,19;00:27;-0,38;13:24;-0,27
North Star Bay, Wolstenholme Fjd;Harrington Harbour, Québec;-68,8333;76,5333;-3:0;30;1,33;0;32;1,12;0;07:35;2,09;19:39;1,88;00:59;0,81;13:56;0,93
Port Foulke;Harrington Harbour, Québec;-72,75;78,3;-3:0;28;2,08;-0,8;26;2,08;-0,8;07:33;2,47;19:37;2,13;00:53;0,70;13:50;0,93
Rensellaer Bugt;Harrington Harbour, Québec;-70,8833;78,6167;-3:0;65;2,08;-1,1;58;2,08;-1,1;08:10;2,17;20:14;1,83;01:25;0,40;14:22;0,63
Thank God Hbr, Polaris Bugt;Harrington Harbour, Québec;-61,6667;81,6;-3:0;94;1;-0,3;91;1;-0,4;08:39;1,27;20:43;1,11;01:58;0,32;14:55;0,43
Fort Conger, Discovery Hbr;Halifax, Nova Scotia;-64,7333;81,7333;-3:0;228;1;-1,4;205;1;-1,3;07:26;0,21;20:04;0,04;13:54;-0,84;01:55;-0,73
Cape Lawrence;Halifax, Nova Scotia;-69,25;80,35;-3:0;226;1;-0,2;220;1;-1,3;07:24;1,41;20:02;1,24;14:09;-0,84;02:10;-0,73
Payer Harbor, Cape Sabine;Halifax, Nova Scotia;-74,4167;78,7167;-3:0;216;1;1,7;210;1;-0,9;07:14;3,31;19:52;3,14;13:59;-0,44;02:00;-0,33
Cape Adair;Halifax, Nova Scotia;-71,5;71,55;-3:0;186;1;0,4;186;1;-1,2;06:44;2,01;19:22;1,84;13:35;-0,74;01:36;-0,63
Cape Hewett;Halifax, Nova Scotia;-67,7833;70,2667;-3:0;176;1;0,6;176;1;-0,5;06:34;2,21;19:12;2,04;13:25;-0,04;01:26;0,07
Cape Hooper, Baffin Isl;Pictou, Nova Scotia;-66,75;68,3833;-4:0;-352;0,47;0;-341;0,43;0;23:44;0,67;11:41;0,78;05:25;0,40;;
Kivitoo, Baffin Isl;Pictou, Nova Scotia;-64,9333;67,9333;-4:0;-317;0,51;0;-310;0,43;0;00:19;0,72;12:16;0,85;05:56;0,40;;
Cape Dyer, Baffin Isl;Saint John, New Brunswick;-61,6667;66,5667;-4:0;-379;0,31;0;-381;0,45;0;01:14;2,23;13:42;2,15;18:57;0,78;07:30;0,75
Clearwater Fjord, Cumberland Sd;Saint John, New Brunswick;-67,3333;66,6;-4:0;-336;1;-5,5;-338;1;0,6;01:57;1,68;14:25;1,45;19:40;2,33;08:13;2,27
Frobisher Bay;Saint John, New Brunswick;-68,0333;63,4833;-4:0;-253;1;5,5;-255;1;3,3;03:20;12,68;15:48;12,45;21:03;5,03;09:36;4,97
Pikyulik Island, Payne Rvr;Saint John, New Brunswick;-69,9167;60;-4:0;-135;1;3,7;-114;1;3,2;05:18;10,88;17:46;10,65;23:24;4,93;11:57;4,87
Sorry Harbor, Resolution Isl;Saint John, New Brunswick;-64,7333;61,6167;-5:0;-330;1;-8,2;-330;1;-0,9;02:03;-1,02;14:31;-1,25;19:48;0,83;08:21;0,77
Lower Savage Islands;Saint John, New Brunswick;-65,85;61,7667;-5:0;-286;1;-1,2;-295;1;2;02:47;5,98;15:15;5,75;20:23;3,73;08:56;3,67
Ashe Inlet, Big Isl;Saint John, New Brunswick;-70,5833;62,55;-5:0;-226;1;4,2;-223;1;2,2;03:47;11,38;16:15;11,15;21:35;3,93;10:08;3,87
Schooner Harbr, Baffin Isl;Saint John, New Brunswick;-77,8667;64,4;-5:0;-49;1;-6,2;-44;1;0,4;06:44;0,98;19:12;0,75;00:34;2,13;13:07;2,07
Winter Island, Foxe Basin;Saint John, New Brunswick;-83,1667;66,1833;-5:0;80;1;-12,1;70;1;-0,8;08:53;-4,92;21:21;-5,15;02:28;0,93;15:01;0,87
Coral Harbor, Southampton Isl;Saint John, New Brunswick;-83,1667;64,1333;-6:0;-25;1;-14,4;4;1;-1,5;07:08;-7,22;19:36;-7,45;01:22;0,23;13:55;0,17
Chesterfield Inlet;Saint John, New Brunswick;-90,7;63,3333;-6:0;-497;1;-12,4;-500;1;-0,8;23:16;-5,22;11:44;-5,45;16:58;0,93;05:31;0,87
Churchill;Saint John, New Brunswick;-94,2;58,7833;-6:0;-265;1;-11,5;-276;1;-1,4;03:08;-4,32;15:36;-4,55;20:42;0,33;09:15;0,27
Port Nelson, Nelson Rvr Entr;Québec (Lauzon), Québec;-92,6;57,0833;-6:0;236;1;-3,1;275;1;-0,9;05:36;0,90;18:02;1,24;13:08;-0,14;01:46;-0,10
Moosonee, James Bay;Québec (Lauzon), Québec;-80,6333;51,2833;-5:0;569;0,48;0;572;1,81;0;11:09;1,92;23:35;2,08;18:05;1,38;06:43;1,45
Moose Factory, James Bay;Québec (Lauzon), Québec;-80,5833;51,2667;-5:0;573;0,42;0;637;1,56;0;11:13;1,68;23:39;1,82;19:10;1,19;07:48;1,25
Charlton Isl, James Bay;Québec (Lauzon), Québec;-79,2667;51,95;-5:0;480;0,39;0;398;1,06;0;09:40;1,56;22:06;1,69;15:11;0,81;03:49;0,85
Digges Harbor;Saint John, New Brunswick;-77,7;62,5;-5:0;-131;0,39;0;-125;0,62;0;05:22;2,80;17:50;2,71;23:13;1,07;11:46;1,04
Pt de Boucherville, Nottingham Isl;Saint John, New Brunswick;-77,4667;63,2;-5:0;-127;1;-11,6;-122;1;-1,2;05:26;-4,42;17:54;-4,65;23:16;0,53;11:49;0,47
Wakeham Bay;Saint John, New Brunswick;-71,95;61,7167;-5:0;-232;1;-0,4;-235;1;2,2;03:41;6,78;16:09;6,55;21:23;3,93;09:56;3,87
Stupart Bay;Saint John, New Brunswick;-71,5333;61,5833;-5:0;-250;1;0;-257;1;2,4;03:23;7,18;15:51;6,95;21:01;4,13;09:34;4,07
Diana Bay;Saint John, New Brunswick;-70,0667;60,8667;-5:0;-240;1;2,8;-243;1;3,1;03:33;9,98;16:01;9,75;21:15;4,83;09:48;4,77
Hopes Advance Bay, Ungava Bay;Saint John, New Brunswick;-69,6333;59,35;-5:0;-239;1,44;0;-240;2,2;0;03:34;10,34;16:02;10,01;21:18;3,81;09:51;3,67
Leaf Bay, Ungava Bay;Saint John, New Brunswick;-69;58,9167;-5:0;-240;1,49;0;-240;2,25;0;03:33;10,70;16:01;10,36;21:18;3,89;09:51;3,76
Leaf Lake, Ungava Bay;Saint John, New Brunswick;-69,6667;58,75;-5:0;-180;1,54;5,8;-180;1,54;5,8;04:33;16,86;17:01;16,50;22:18;8,46;10:51;8,37
Koksoak River Entr;Saint John, New Brunswick;-68,1833;58,5333;-5:0;-230;1,47;0;-233;2;0;03:43;10,55;16:11;10,22;21:25;3,46;09:58;3,34
Port Burwell, Ungava Bay;Saint John, New Brunswick;-64,8667;60,4167;-5:0;-253;1;-6,5;-253;1;-0,9;03:20;0,68;15:48;0,45;21:05;0,83;09:38;0,77
Button Islands;Saint John, New Brunswick;-64,7333;60,6167;-3:30;-158;1;-9,5;-158;1;-0,3;04:55;-2,32;17:23;-2,55;22:40;1,43;11:13;1,37
Williams Harbor;Saint John, New Brunswick;-64,3167;60;-3:30;-187;0,32;0;-207;0,3;0;04:26;2,30;16:54;2,22;21:51;0,52;10:24;0,50
Eclipse Harbor;Halifax, Nova Scotia;-64,15;59,8;-3:30;25;1;-2,4;2;1;-1;04:03;-0,79;16:41;-0,96;10:31;-0,54;22:32;-0,43
Kangalaksiorvik Fjord;Halifax, Nova Scotia;-63,7833;59,3833;-3:30;60;1;-2,6;42;1;-1,5;04:38;-0,99;17:16;-1,16;11:11;-1,04;23:12;-0,93
Nachvak Bay;Halifax, Nova Scotia;-63,5833;59,05;-3:30;4;1;-1,5;-20;1;-1,1;03:42;0,11;16:20;-0,06;10:09;-0,64;22:10;-0,53
Port Manvers;Halifax, Nova Scotia;-61,4167;56,95;-3:30;-55;1;-2,3;-55;1;-1,2;02:43;-0,69;15:21;-0,86;09:34;-0,74;21:35;-0,63
Hebron, Hebron Fjord;Halifax, Nova Scotia;-62,6333;58,2;-3:30;-49;1;-1,4;-65;1;-0,9;02:49;0,21;15:27;0,04;09:24;-0,44;21:25;-0,33
Nain;Halifax, Nova Scotia;-61,6833;56,55;-3:30;-32;1;0,3;54;1;-0,5;03:06;1,91;15:44;1,74;11:23;-0,04;23:24;0,07
Hopedale Harbor;Halifax, Nova Scotia;-60,2167;55,45;-3:30;-46;1;-0,4;-69;1;-0,3;02:52;1,21;15:30;1,04;09:20;0,16;21:21;0,27
Webeck Harbor;Halifax, Nova Scotia;-58,0333;54,9;-3:30;-67;1;-1,3;-98;1;-0,8;02:31;0,31;15:09;0,14;08:51;-0,34;20:52;-0,23
Hamilton Inl & Lake Melville: Indian Harbor;Halifax, Nova Scotia;-57,2;54,45;-3:30;-37;1;-1;-93;1;-0,9;03:01;0,61;15:39;0,44;08:56;-0,44;20:57;-0,33
Hamilton Inl & Lake Melville: Ticoralak Island;Halifax, Nova Scotia;-58,2;54,2833;-3:30;-35;1;-0,9;-55;1;-0,5;03:03;0,71;15:41;0,54;09:34;-0,04;21:35;0,07
Hamilton Inl & Lake Melville: Rigolet;Halifax, Nova Scotia;-58,4167;54,1833;-3:30;-2;1;-1,9;-17;1;-1;03:36;-0,29;16:14;-0,46;10:12;-0,54;22:13;-0,43
Hamilton Inl & Lake Melville: Goose Bay;Halifax, Nova Scotia;-60,4;53,35;-3:30;262;0,27;0,4;264;0,27;0,4;08:00;0,83;20:38;0,79;14:53;0,52;02:54;0,55
Cartwright Harbor;Halifax, Nova Scotia;-57,0333;53,7;-3:30;-3;1;-1,3;-34;1;-0,6;03:35;0,31;16:13;0,14;09:55;-0,14;21:56;-0,03
Curlew Harbor;Halifax, Nova Scotia;-56,55;53,75;-3:30;-7;1;-1,6;-38;1;-0,9;03:31;0,01;16:09;-0,16;09:51;-0,44;21:52;-0,33
Comfort Bight;Halifax, Nova Scotia;-55,7667;53,15;-3:30;-32;1;-1,9;-63;1;-1;03:06;-0,29;15:44;-0,46;09:26;-0,54;21:27;-0,43
Square Island Harbor;Halifax, Nova Scotia;-55,8167;52,7333;-3:30;-34;1;-2;-65;1;-1,1;03:04;-0,39;15:42;-0,56;09:24;-0,64;21:25;-0,53
Port Marnham;Halifax, Nova Scotia;-55,7333;52,3833;-3:30;-43;1;-2,7;-74;1;-1;02:55;-1,09;15:33;-1,26;09:15;-0,54;21:16;-0,43
Battle Harbor;Halifax, Nova Scotia;-55,6;52,2667;-3:30;-63;1;-2,1;-90;1;-0,3;02:35;-0,49;15:13;-0,66;08:59;0,16;21:00;0,27
Strait of Bell Isle: Chateau Bay;Harrington Harbour, Québec;-55,8333;52;-3:30;-188;0,69;0;-199;0,81;0;03:57;1,08;16:01;0,97;21:08;0,58;10:05;0,67
Strait of Bell Isle: RedBay;Harrington Harbour, Québec;-56,4167;51,7167;-3:30;-120;0,56;0;-115;0,56;0;05:05;0,88;17:09;0,79;22:32;0,40;11:29;0,46
Strait of Bell Isle: Forteau Bay;Harrington Harbour, Québec;-56,8833;51,45;-3:30;-26;0,78;0;-17;0,81;0;06:39;1,22;18:43;1,10;00:10;0,58;13:07;0,67
Pistolet Bay;Halifax, Nova Scotia;-55,7333;51,5;-3:30;-14;0,46;0;-28;0,29;0;03:24;0,74;16:02;0,66;10:01;0,13;22:02;0,17
Ariege Bay;Halifax, Nova Scotia;-56;51,1667;-3:30;-34;1;-2,6;-34;1;-1,5;03:04;-0,99;15:42;-1,16;09:55;-1,04;21:56;-0,93
Wild Cove;Halifax, Nova Scotia;-56,1667;50,7;-3:30;-49;1;-2;-61;1;-1,1;02:49;-0,39;15:27;-0,56;09:28;-0,64;21:29;-0,53
Sops Island, White Bay;Halifax, Nova Scotia;-56,7667;49,8333;-3:30;-49;0,46;0;-84;0,29;0;02:49;0,74;15:27;0,66;09:05;0,13;21:06;0,17
Exploits Lower Harbor;Halifax, Nova Scotia;-55,0667;49,5333;-3:30;-34;1;-3,1;-69;1;-1,3;03:04;-1,49;15:42;-1,66;09:20;-0,84;21:21;-0,73
Fogo Harbor;Halifax, Nova Scotia;-54,2667;49,7167;-3:30;-34;1;-2,6;-42;1;-1,3;03:04;-0,99;15:42;-1,16;09:47;-0,84;21:48;-0,73
Valleyfield;Halifax, Nova Scotia;-53,6167;49,1667;-3:30;-46;0,45;0;-73;0,33;0;02:52;0,72;15:30;0,65;09:16;0,15;21:17;0,19
Port Union;Halifax, Nova Scotia;-53,0833;48,5;-3:30;-53;0,49;0;-75;0,48;0;02:45;0,79;15:23;0,71;09:14;0,22;21:15;0,27
Random Head Harbor, Trinity Bay;Halifax, Nova Scotia;-53,5667;48,1;-3:30;-53;0,48;0;-65;0,33;0;02:45;0,77;15:23;0,69;09:24;0,15;21:25;0,19
Harbour Grace, Conception Bay;Halifax, Nova Scotia;-53,2;47,6833;-3:30;-28;0,51;0;46;0,33;0;03:10;0,82;15:48;0,73;11:15;0,15;23:16;0,19
St. John's;Halifax, Nova Scotia;-52,7;47,5667;-3:30;-34;0,52;0;-46;0,38;0;03:04;0,84;15:42;0,75;09:43;0,17;21:44;0,22
Trepassey Harbor;Argentia, Newfoundland;-53,3833;46,7167;-3:30;-19;1;-1,2;-11;1;-0,5;03:51;0,66;16:15;0,53;10:21;0,33;22:08;0,38
St. Mary Harbor, St Mary Bay;Argentia, Newfoundland;-53,5833;46,9167;-3:30;-14;1;-1,2;-6;1;-0,5;03:56;0,66;16:20;0,53;10:26;0,33;22:13;0,38
Placentia Bay: Woody Island;Argentia, Newfoundland;-54,1667;47,7833;-3:30;9;1;-0,5;9;1;-0,3;04:19;1,36;16:43;1,23;10:41;0,53;22:28;0,58
Placentia Bay: Mortier Bay;Argentia, Newfoundland;-55,15;47,1667;-3:30;15;1;-1;26;1;-0,8;04:25;0,86;16:49;0,73;10:58;0,03;22:45;0,08
Great St. Lawrence Harbor;Argentia, Newfoundland;-55,3667;46,9167;-3:30;28;1;-0,7;55;1;0,3;04:38;1,16;17:02;1,03;11:27;1,13;23:14;1,18
St. Pierre Harbor, St Pierre Isl;Argentia, Newfoundland;-56,1667;46,7833;-4:0;-9;1;-0,8;13;1;0,2;04:01;1,06;16:25;0,93;10:45;1,03;22:32;1,08
Fortune Bay: Grande le Pierre Harbor;Argentia, Newfoundland;-54,7833;47,6667;-3:30;69;1;-1;69;1;0,2;05:19;0,86;17:43;0,73;11:41;1,03;23:28;1,08
Fortune Bay: Belleoram;Argentia, Newfoundland;-55,4167;47,5333;-3:30;57;0,67;0,8;57;0,67;0,8;05:07;2,05;17:31;1,96;11:29;1,36;23:16;1,39
Ship Cove, Bay d'Espoir;Argentia, Newfoundland;-55,8333;47,8667;-3:30;45;1;-0,4;53;1;0;04:55;1,46;17:19;1,33;11:25;0,83;23:12;0,88
Great Jervis Harbor, Bay d'Espoir;Argentia, Newfoundland;-56,1833;47,65;-3:30;38;1;-1,1;65;1;0,1;04:48;0,76;17:12;0,63;11:37;0,93;23:24;0,98
Hare Bay;Argentia, Newfoundland;-56,5333;47,6167;-3:30;41;0,67;0,6;68;0,67;0,6;04:51;1,85;17:15;1,76;11:40;1,16;23:27;1,19
Grey River;Argentia, Newfoundland;-57,1167;47,5667;-3:30;45;0,63;0,7;72;0,63;0,7;04:55;1,87;17:19;1,79;11:44;1,22;23:31;1,25
Connoire Bay;Argentia, Newfoundland;-57,9;47,6667;-3:30;50;0,59;0,7;50;0,59;0,7;05:00;1,80;17:24;1,72;11:22;1,19;23:09;1,22
La Poile Bay;Argentia, Newfoundland;-58,4;47,6667;-3:30;75;0,63;0,6;75;0,63;0,6;05:25;1,77;17:49;1,69;11:47;1,12;23:34;1,15
Port Aux Basques;Harrington Harbour, Québec;-59,15;47,5833;-3:30;-84;0,8;0;-88;0,75;0;05:41;1,26;17:45;1,13;22:59;0,54;11:56;0,62
Codroy Road;Harrington Harbour, Québec;-59,4;47,8833;-3:30;-82;0,74;0;-87;0,75;0;05:43;1,16;17:47;1,04;23:00;0,54;11:57;0,62
St. Georges Harbor;Harrington Harbour, Québec;-58,5;48,45;-3:30;-28;0,78;0;-38;0,88;0;06:37;1,22;18:41;1,10;23:49;0,63;12:46;0,73
Port-au-Port;Harrington Harbour, Québec;-58,75;48,55;-3:30;5;1;-1,3;10;1;-1;07:10;0,27;19:14;0,11;00:37;-0,28;13:34;-0,17
Frenchman's Cove, Bay of Islands;Harrington Harbour, Québec;-58,1667;49,0667;-3:30;10;1;-0,5;10;1;0;07:15;1,07;19:19;0,91;00:37;0,72;13:34;0,83
Norris Cove, Bonne Bay;Harrington Harbour, Québec;-57,8667;49,5167;-3:30;10;1;-0,7;10;1;-0,4;07:15;0,87;19:19;0,71;00:37;0,32;13:34;0,43
Portland Cove;Harrington Harbour, Québec;-57,6;50,1833;-3:30;19;1;-0,6;19;1;-0,4;07:24;0,97;19:28;0,81;00:46;0,32;13:43;0,43
Port Saunders;Harrington Harbour, Québec;-57,3;50,65;-3:30;7;1;-0,3;3;1;-0,3;07:12;1,27;19:16;1,11;00:30;0,42;13:27;0,53
Castors Harbor, St John Bay;Harrington Harbour, Québec;-56,9833;50,9167;-3:30;10;0,78;0;10;0,75;0;07:15;1,22;19:19;1,10;00:37;0,54;13:34;0,62
St. Barbe Bay;Harrington Harbour, Québec;-56,7667;51,2;-3:30;0;0,78;0;0;0,56;0;07:05;1,22;19:09;1,10;00:27;0,40;13:24;0,46
Brador Bay;Harrington Harbour, Québec;-57,25;51,4667;-4:0;-35;1;-0,6;-30;1;-0,1;06:30;0,97;18:34;0,81;23:57;0,62;12:54;0,73
Mistanoque Harbor;Harrington Harbour, Québec;-58,2;51,2667;-4:0;-15;1;-0,4;-15;1;-0,1;06:50;1,17;18:54;1,01;00:12;0,62;13:09;0,73
Wapitagun Harbor;Harrington Harbour, Québec;-60,0167;50,2;-4:0;15;1;-0,3;15;1;0,1;07:20;1,27;19:24;1,11;00:42;0,82;13:39;0,93
Kegaska;Harrington Harbour, Québec;-61,2333;50,2;-4:0;40;1;-0,9;40;1;-0,2;07:45;0,67;19:49;0,51;01:07;0,52;14:04;0,63
Natashquan;Harrington Harbour, Québec;-61,8333;50,2;-4:0;60;1;-0,8;70;1;-0,1;08:05;0,77;20:09;0,61;01:37;0,62;14:34;0,73
Betchewun Harbor;Harrington Harbour, Québec;-63,1833;50,2333;-4:0;129;1;-0,7;133;1;-0,4;09:14;0,87;21:18;0,71;02:40;0,32;15:37;0,43
Quebec;Québec (Lauzon), Québec;-71,1833;46,8167;-5:0;0;1;0;0;1;0;01:40;4,00;14:06;4,34;08:33;0,76;21:11;0,80
Gaspe Bay;Pictou, Nova Scotia;-64,4833;48,8333;-4:0;283;1;-1,1;298;1;-0,5;10:19;0,32;22:16;0,56;16:04;0,44;;
Point St. Peter;Pictou, Nova Scotia;-64,1667;48,6333;-4:0;299;0,67;0;311;0,52;0;10:35;0,95;22:32;1,11;16:17;0,49;;
Chaleur Bay: Port Daniel;Pictou, Nova Scotia;-64,95;48,1667;-4:0;327;1;-0,7;342;1;-0,6;11:03;0,72;23:00;0,96;16:48;0,34;;
Chaleur Bay: Paspebiac;Pictou, Nova Scotia;-65,2333;48,0167;-4:0;322;1;-0,4;334;1;-1;10:58;1,02;22:55;1,26;16:40;-0,06;;
